question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level,age_group,skill_tested,time_limit_sec,marks
Q1771,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,9-10,Word Problems,37,2
Q1772,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,10-11,Recall,27,3
Q1773,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,9-10,Phonics,26,1
Q1774,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,9-10,Spelling,53,1
Q1775,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,11-12,Vocabulary,43,1
Q1776,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,11-12,Pattern Recognition,32,1
Q1777,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,8-9,Sequencing,37,3
Q1778,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,40,3
Q1779,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,9-10,Categorization,41,1
Q1780,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,35,2
Q1781,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,8-9,Grammar,30,3
Q1782,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,10-11,Word Problems,47,1
Q1783,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,8-9,Division,32,2
Q1784,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,11-12,Sequencing,34,2
Q1785,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,25,1
Q1786,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,8-9,Comparison,43,2
Q1787,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,9-10,Sequencing,43,2
Q1788,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,8-9,Geometry,34,1
Q1789,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,8-9,Pattern Recognition,40,2
Q1790,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,10-11,Sequencing,30,1
Q1791,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,10-11,Reasoning,37,1
Q1792,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,8-9,Comparison,30,2
Q1793,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,8-9,Sequencing,20,3
Q1794,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,9-10,Sequencing,50,2
Q1795,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,11-12,Sequencing,58,2
Q1796,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,40,1
Q1797,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,10-11,Short-term Memory,35,1
Q1798,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,9-10,Geometry,38,2
Q1799,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,22,1
Q1800,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,8-9,Reasoning,20,3
Q1801,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,11-12,Recognition,34,1
Q1802,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,11-12,Categorization,29,2
Q1803,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,9-10,Geometry,37,3
Q1804,What is 25 × 4?,50,75,100,125,C,Math,Hard,11-12,Multiplication,23,3
Q1805,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,10-11,Division,38,2
Q1806,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,9-10,Division,38,3
Q1807,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,20,3
Q1808,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,42,1
Q1809,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,11-12,Sequencing,43,3
Q1810,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,39,2
Q1811,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,10-11,Reasoning,30,2
Q1812,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,59,1
Q1813,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,9-10,Division,30,2
Q1814,What is 25 × 4?,50,75,100,125,C,Math,Hard,9-10,Multiplication,31,3
Q1815,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,10-11,Grammar,57,1
Q1816,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,11-12,Pattern Recognition,21,1
Q1817,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,8-9,Categorization,20,3
Q1818,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,11-12,Spelling,42,2
Q1819,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,9-10,Short-term Memory,20,2
Q1820,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,11-12,Recognition,44,3
Q1821,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,9-10,Reasoning,49,2
Q1822,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,57,3
Q1823,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,11-12,Recognition,60,3
Q1824,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,8-9,Recall,20,1
Q1825,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,21,3
Q1826,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,8-9,Sequencing,35,2
Q1827,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,48,3
Q1828,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,47,3
Q1829,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,9-10,Subtraction,23,3
Q1830,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,9-10,Vocabulary,28,2
Q1831,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,9-10,Spelling,25,2
Q1832,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,9-10,Phonics,58,2
Q1833,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,38,2
Q1834,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,8-9,Geometry,38,1
Q1835,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,10-11,Grammar,20,2
Q1836,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,11-12,Recognition,60,1
Q1837,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,29,3
Q1838,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,9-10,Recognition,52,1
Q1839,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,10-11,Vocabulary,58,1
Q1840,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,10-11,Subtraction,43,1
Q1841,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,11-12,Short-term Memory,39,3
Q1842,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,9-10,Grammar,31,3
Q1843,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,9-10,Spelling,31,2
Q1844,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,9-10,Categorization,54,2
Q1845,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,8-9,Recognition,60,1
Q1846,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,11-12,Categorization,35,2
Q1847,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,56,3
Q1848,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,11-12,Subtraction,20,3
Q1849,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,11-12,Recall,48,3
Q1850,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,8-9,Recognition,31,1
Q1851,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,11-12,Geometry,47,1
Q1852,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,9-10,Sequencing,37,3
Q1853,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,8-9,Geometry,59,1
Q1854,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,8-9,Vocabulary,24,3
Q1855,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,8-9,Division,37,3
Q1856,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,23,1
Q1857,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,8-9,Subtraction,35,3
Q1858,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,11-12,Vocabulary,54,1
Q1859,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,8-9,Vocabulary,30,2
Q1860,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,10-11,Grammar,23,3
Q1861,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,11-12,Vocabulary,60,1
Q1862,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,9-10,Subtraction,57,1
Q1863,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,9-10,Recall,59,1
Q1864,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,10-11,Pattern Recognition,60,2
Q1865,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,9-10,Division,39,1
Q1866,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,11-12,Recall,38,3
Q1867,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,9-10,Categorization,29,3
Q1868,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,11-12,Division,24,3
Q1869,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,25,3
Q1870,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,8-9,Word Problems,35,3
Q1871,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,9-10,Division,34,1
Q1872,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,11-12,Spelling,38,2
Q1873,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,10-11,Geometry,41,3
Q1874,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,11-12,Recognition,44,3
Q1875,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,11-12,Grammar,25,2
Q1876,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,8-9,Sequencing,33,3
Q1877,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,9-10,Recognition,52,1
Q1878,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,9-10,Phonics,40,1
Q1879,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,38,1
Q1880,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,8-9,Spelling,30,1
Q1881,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,59,3
Q1882,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,8-9,Recognition,46,1
Q1883,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,11-12,Vocabulary,35,3
Q1884,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,9-10,Recall,60,2
Q1885,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,8-9,Categorization,42,2
Q1886,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,11-12,Sequencing,59,2
Q1887,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,10-11,Subtraction,46,3
Q1888,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,8-9,Word Problems,50,2
Q1889,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,11-12,Sequencing,56,1
Q1890,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,11-12,Division,42,2
Q1891,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,8-9,Geometry,28,1
Q1892,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,11-12,Spelling,54,1
Q1893,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,9-10,Vocabulary,31,1
Q1894,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,40,2
Q1895,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,50,3
Q1896,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,10-11,Pattern Recognition,23,2
Q1897,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,37,3
Q1898,What is 25 × 4?,50,75,100,125,C,Math,Easy,10-11,Multiplication,36,1
Q1899,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,11-12,Short-term Memory,40,2
Q1900,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,10-11,Word Problems,20,1
Q1901,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,39,2
Q1902,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,8-9,Vocabulary,38,2
Q1903,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,9-10,Recall,24,2
Q1904,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,8-9,Subtraction,56,2
Q1905,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,10-11,Phonics,41,2
Q1906,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,34,2
Q1907,What is 25 × 4?,50,75,100,125,C,Math,Easy,9-10,Multiplication,35,1
Q1908,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,8-9,Word Problems,39,2
Q1909,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,60,3
Q1910,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,11-12,Sequencing,51,3
Q1911,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,8-9,Vocabulary,51,1
Q1912,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,10-11,Pattern Recognition,59,2
Q1913,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,8-9,Pattern Recognition,21,2
Q1914,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,53,3
Q1915,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,10-11,Grammar,34,3
Q1916,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,8-9,Vocabulary,38,2
Q1917,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,8-9,Grammar,24,2
Q1918,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,10-11,Grammar,53,2
Q1919,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,10-11,Vocabulary,30,2
Q1920,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,36,3
Q1921,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,30,3
Q1922,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,23,3
Q1923,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,10-11,Vocabulary,46,1
Q1924,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,10-11,Phonics,26,1
Q1925,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,10-11,Grammar,43,3
Q1926,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,47,3
Q1927,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,30,3
Q1928,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,8-9,Recognition,57,2
Q1929,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,30,1
Q1930,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,10-11,Vocabulary,30,2
Q1931,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,30,3
Q1932,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,8-9,Word Problems,29,1
Q1933,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,11-12,Recall,21,1
Q1934,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,9-10,Spelling,40,1
Q1935,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,37,3
Q1936,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,8-9,Reasoning,25,1
Q1937,What is 25 × 4?,50,75,100,125,C,Math,Medium,8-9,Multiplication,59,2
Q1938,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,33,3
Q1939,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,8-9,Pattern Recognition,41,2
Q1940,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,10-11,Vocabulary,51,2
Q1941,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,11-12,Word Problems,31,2
Q1942,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,10-11,Phonics,24,1
Q1943,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,8-9,Word Problems,42,2
Q1944,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,10-11,Division,22,3
Q1945,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,9-10,Vocabulary,26,2
Q1946,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,10-11,Geometry,48,2
Q1947,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,9-10,Sequencing,55,3
Q1948,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,8-9,Recall,39,1
Q1949,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,9-10,Reasoning,59,3
Q1950,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,10-11,Sequencing,43,2
Q1951,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,8-9,Vocabulary,51,3
Q1952,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,11-12,Phonics,30,3
Q1953,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,11-12,Comparison,57,1
Q1954,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,8-9,Spelling,60,2
Q1955,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,10-11,Comparison,21,2
Q1956,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,10-11,Short-term Memory,31,1
Q1957,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,9-10,Recognition,51,2
Q1958,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,10-11,Subtraction,20,1
Q1959,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,9-10,Pattern Recognition,33,3
Q1960,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,11-12,Recognition,47,2
Q1961,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,8-9,Division,35,1
Q1962,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,10-11,Sequencing,21,1
Q1963,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,10-11,Reasoning,39,3
Q1964,What is 25 × 4?,50,75,100,125,C,Math,Medium,8-9,Multiplication,33,2
Q1965,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,10-11,Division,49,3
Q1966,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,11-12,Subtraction,29,1
Q1967,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,8-9,Sequencing,55,2
Q1968,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,10-11,Categorization,42,3
Q1969,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,9-10,Pattern Recognition,35,1
Q1970,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,9-10,Recognition,33,2
